SampleID	Size	Description	99%	97%	RA	latitude	longitude	type	order
SRR6171651	163960	marine sediment metagenome	117	117	0.0714%	28.9401	-87.5824	marine	O2
SRR6173633	109703	marine sediment metagenome	115	115	0.1048%	28.6365	-87.8685	marine	O2
SRR6171764	112405	marine sediment metagenome	0	113	0.1005%	29.0003	-87.5074	marine	O2
SRR8489997	118508	marine sediment metagenome	113	113	0.0954%	41.145	2.8925	marine	O2
SRR3884417	48823	marine metagenome	0	112	0.2294%	12.0094059	-117.178218	marine	O2
SRR6171829	113751	marine sediment metagenome	112	112	0.0985%	29.0003	-87.5074	marine	O2
SRR6173568	106883	marine sediment metagenome	112	112	0.1048%	28.9164	-87.6691	marine	O2
SRR3884397	53115	marine metagenome	0	111	0.2090%	12.367	-116.517	marine	O2
SRR6171652	162036	marine sediment metagenome	111	111	0.0685%	28.9401	-87.5824	marine	O2
SRR6173634	113240	marine sediment metagenome	111	111	0.0980%	28.6365	-87.8685	marine	O2
SRR8361203	24067	marine sediment metagenome	0	110	0.4571%	26.34	-86.88	marine	O2
SRR8361203	24067	marine sediment metagenome	0	110	0.4571%	26.34	-86.88	marine	O2
SRR6171791	108153	marine sediment metagenome	109	109	0.1008%	29.0003	-87.5074	marine	O2
SRR6173676	116155	marine sediment metagenome	109	109	0.0938%	28.9164	-87.6691	marine	O2
SRR5465791	67628	marine metagenome	48	108	0.1597%	3.67	63.749	marine	O2
SRR5465791	67628	marine metagenome	48	108	0.1597%	3.67	63.749	marine	O2
SRR6173764	109414	marine sediment metagenome	108	108	0.0987%	28.9164	-87.6691	marine	O2
SRR6171629	141926	marine sediment metagenome	106	106	0.0747%	28.6365	-87.8685	marine	O2
SRR8489992	96552	marine sediment metagenome	106	106	0.1098%	41.145	2.8925	marine	O2
SRR6171748	128856	marine sediment metagenome	105	105	0.0815%	29.0003	-87.5074	marine	O2
SRR6171821	132524	marine sediment metagenome	105	105	0.0792%	28.9401	-87.5824	marine	O2
SRR6173680	109253	marine sediment metagenome	105	105	0.0961%	28.9164	-87.6691	marine	O2
ERR1716669	103256	marine sediment metagenome	0	104	0.1007%	79.0651	4.181	marine	O2
ERR1716713	115306	marine sediment metagenome	0	103	0.0893%	79.0651	4.181	marine	O2
SRR5465787	51132	marine metagenome	103	103	0.2014%	27.849	63.935	marine	O2
SRR5465787	51132	marine metagenome	103	103	0.2014%	27.849	63.935	marine	O2
SRR6171749	120439	marine sediment metagenome	103	103	0.0855%	29.0003	-87.5074	marine	O2
SRR6173691	136853	marine sediment metagenome	103	103	0.0753%	28.6365	-87.8685	marine	O2
SRR8589839	76871	marine sediment metagenome	103	103	0.1340%	22.783333	-56.516667	marine	O2
SRR6171632	143237	marine sediment metagenome	102	102	0.0712%	28.6365	-87.8685	marine	O2
SRR6173630	125108	marine sediment metagenome	102	102	0.0815%	28.6365	-87.8685	marine	O2
SRR8361109	35015	marine sediment metagenome	0	102	0.2913%	26.82	-85.35	marine	O2
SRR8361109	35015	marine sediment metagenome	0	102	0.2913%	26.82	-85.35	marine	O2
SRR6173674	119096	marine sediment metagenome	100	100	0.0840%	28.9164	-87.6691	marine	O2
SRR6173688	155677	marine sediment metagenome	100	100	0.0642%	28.6365	-87.8685	marine	O2
SRR6171654	152733	marine sediment metagenome	99	99	0.0648%	28.9401	-87.5824	marine	O2
SRR6171750	125001	marine sediment metagenome	99	99	0.0792%	29.0003	-87.5074	marine	O2
SRR6173518	100341	marine sediment metagenome	99	99	0.0987%	28.9164	-87.6691	marine	O2
SRR5465790	70556	marine metagenome	98	98	0.1389%	3.691	63.72	marine	O2
SRR5465790	70556	marine metagenome	98	98	0.1389%	3.691	63.72	marine	O2
SRR6171828	110422	marine sediment metagenome	98	98	0.0888%	29.0003	-87.5074	marine	O2
SRR6173526	87696	marine sediment metagenome	97	97	0.1106%	28.6365	-87.8685	marine	O2
SRR5465792	60373	marine metagenome	52	96	0.1590%	3.664	63.756	marine	O2
SRR5465792	60373	marine metagenome	52	96	0.1590%	3.664	63.756	marine	O2
SRR6173769	107841	marine sediment metagenome	96	96	0.0890%	28.9164	-87.6691	marine	O2
SRR8490013	86995	marine sediment metagenome	96	96	0.1104%	41.145	2.8925	marine	O2
SRR6171630	132653	marine sediment metagenome	95	95	0.0716%	28.6365	-87.8685	marine	O2
SRR6171687	164077	marine sediment metagenome	95	95	0.0579%	28.9401	-87.5824	marine	O2
SRR6171752	119694	marine sediment metagenome	95	95	0.0794%	29.0003	-87.5074	marine	O2
SRR6173760	114900	marine sediment metagenome	95	95	0.0827%	28.9164	-87.6691	marine	O2
SRR6171662	116750	marine sediment metagenome	94	94	0.0805%	29.0003	-87.5074	marine	O2
SRR8490012	147863	marine sediment metagenome	94	94	0.0636%	41.145	2.8925	marine	O2
ERR1716683	62147	marine sediment metagenome	0	93	0.1496%	79.0651	4.181	marine	O2
SRR6171696	156881	marine sediment metagenome	92	92	0.0586%	28.9401	-87.5824	marine	O2
SRR6171765	112447	marine sediment metagenome	90	90	0.0800%	29.0003	-87.5074	marine	O2
SRR6173516	105726	marine sediment metagenome	90	90	0.0851%	28.9164	-87.6691	marine	O2
SRR6173714	111798	marine sediment metagenome	90	90	0.0805%	28.6365	-87.8685	marine	O2
SRR8361338	22937	marine sediment metagenome	0	90	0.3924%	26.66	-85.4	marine	O2
SRR3884415	61808	marine metagenome	0	89	0.1440%	12.1811624	-117.2610625	marine	O2
SRR6171663	126730	marine sediment metagenome	89	89	0.0702%	29.0003	-87.5074	marine	O2
SRR6173805	101155	marine sediment metagenome	89	89	0.0880%	28.9164	-87.6691	marine	O2
SRR6171624	132387	marine sediment metagenome	88	88	0.0665%	28.9401	-87.5824	marine	O2
SRR6171798	106879	marine sediment metagenome	88	88	0.0823%	28.9401	-87.5824	marine	O2
SRR8490001	87143	marine sediment metagenome	87	87	0.0998%	41.145	2.8925	marine	O2
SRR6171830	114628	marine sediment metagenome	86	86	0.0750%	29.0003	-87.5074	marine	O2
SRR6173678	88122	marine sediment metagenome	86	86	0.0976%	28.9164	-87.6691	marine	O2
SRR6173806	135447	marine sediment metagenome	86	86	0.0635%	28.9164	-87.6691	marine	O2
SRR8589862	86104	marine sediment metagenome	86	86	0.0999%	22.783333	-56.516667	marine	O2
SRR2827642	419304	marine sediment metagenome	85	85	0.0203%	-71.45047	-102.15937	marine	O2
SRR6171650	123108	marine sediment metagenome	85	85	0.0690%	28.9401	-87.5824	marine	O2
SRR5465802	77183	marine metagenome	0	84	0.1088%	5.209	61.853	marine	O2
SRR5465802	77183	marine metagenome	0	84	0.1088%	5.209	61.853	marine	O2
SRR6173762	108017	marine sediment metagenome	84	84	0.0778%	28.9164	-87.6691	marine	O2
ERR1716665	53875	marine sediment metagenome	0	83	0.1541%	79.0651	4.181	marine	O2
ERR1716687	236489	marine sediment metagenome	0	82	0.0347%	79.0651	4.181	marine	O2
SRR6173551	80772	marine sediment metagenome	82	82	0.1015%	28.6365	-87.8685	marine	O2
SRR3884409	59978	marine metagenome	0	81	0.1350%	12.1177699	-117.3437114	marine	O2
SRR6171625	115969	marine sediment metagenome	81	81	0.0698%	29.0003	-87.5074	marine	O2
SRR1980878	33824	marine metagenome	80	80	0.2365%	13.85	-116.63	marine	O2
SRR6173514	119032	marine sediment metagenome	80	80	0.0672%	28.9164	-87.6691	marine	O2
SRR6171671	89150	marine sediment metagenome	79	79	0.0886%	29.0003	-87.5074	marine	O2
SRR6173707	88348	marine sediment metagenome	79	79	0.0894%	28.9164	-87.6691	marine	O2
SRR1980913	71715	marine metagenome	77	77	0.1074%	13.9	-116.59	marine	O2
SRR6171645	167187	marine sediment metagenome	77	77	0.0461%	28.9401	-87.5824	marine	O2
SRR6171832	134538	marine sediment metagenome	77	77	0.0572%	29.0003	-87.5074	marine	O2
SRR6173773	107204	marine sediment metagenome	77	77	0.0718%	28.9164	-87.6691	marine	O2
SRR6371317	33696	marine metagenome	77	77	0.2285%	79.65	130.6	marine	O2
SRR7034970	132684	marine metagenome	0	77	0.0580%	-33.847158	151.198286	marine	O2
SRR7596766	133089	marine metagenome	0	77	0.0579%	-33.847158	151.198286	marine	O2
SRR6171647	124972	marine sediment metagenome	76	76	0.0608%	28.9401	-87.5824	marine	O2
SRR6171660	117132	marine sediment metagenome	76	76	0.0649%	29.0003	-87.5074	marine	O2
SRR6173677	96345	marine sediment metagenome	76	76	0.0789%	28.9164	-87.6691	marine	O2
SRR6171794	111743	marine sediment metagenome	75	75	0.0671%	28.9401	-87.5824	marine	O2
SRR6173561	99699	marine sediment metagenome	75	75	0.0752%	28.9164	-87.6691	marine	O2
ERR1716670	85009	marine sediment metagenome	0	74	0.0870%	79.0651	4.181	marine	O2
SRR2827637	521006	marine sediment metagenome	74	74	0.0142%	-75.498683	166.299457	marine	O2
SRR6171797	92046	marine sediment metagenome	74	74	0.0804%	28.9401	-87.5824	marine	O2
SRR6173513	128637	marine sediment metagenome	74	74	0.0575%	28.9164	-87.6691	marine	O2
SRR6173565	102341	marine sediment metagenome	74	74	0.0723%	28.9164	-87.6691	marine	O2
SRR6173770	95474	marine sediment metagenome	74	74	0.0775%	28.9164	-87.6691	marine	O2
SRR3884435	63769	marine metagenome	0	73	0.1145%	12.4433002	-116.6411438	marine	O2
SRR6171825	130662	marine sediment metagenome	73	73	0.0559%	28.9401	-87.5824	marine	O2
SRR6173710	115353	marine sediment metagenome	73	73	0.0633%	28.6365	-87.8685	marine	O2
SRR5465788	38713	marine metagenome	30	72	0.1860%	3.695	63.832	marine	O2
SRR5465788	38713	marine metagenome	30	72	0.1860%	3.695	63.832	marine	O2
SRR6173511	101383	marine sediment metagenome	72	72	0.0710%	28.9164	-87.6691	marine	O2
SRR6173566	98210	marine sediment metagenome	72	72	0.0733%	28.9164	-87.6691	marine	O2
SRR8361105	25358	marine sediment metagenome	0	72	0.2839%	26.6	87.35	marine	O2
SRR8361105	25358	marine sediment metagenome	0	72	0.2839%	26.6	87.35	marine	O2
SRR3884208	22095	marine metagenome	0	71	0.3213%	12.0545658	-117.2517515	marine	O2
SRR6171698	149552	marine sediment metagenome	71	71	0.0475%	28.9401	-87.5824	marine	O2
SRR6171827	121456	marine sediment metagenome	71	71	0.0585%	29.0003	-87.5074	marine	O2
SRR1824404	59160	marine metagenome	70	70	0.1183%	44.670057	-125.098749	marine	O2
SRR6171745	94831	marine sediment metagenome	70	70	0.0738%	29.0003	-87.5074	marine	O2
SRR6173629	112434	marine sediment metagenome	69	69	0.0614%	28.6365	-87.8685	marine	O2
SRR6173635	205620	marine sediment metagenome	69	69	0.0336%	28.6365	-87.8685	marine	O2
SRR8361324	41047	marine sediment metagenome	0	69	0.1681%	28.73	-87.42	marine	O2
SRR6173515	105553	marine sediment metagenome	68	68	0.0644%	28.9164	-87.6691	marine	O2
SRR8489993	104143	marine sediment metagenome	68	68	0.0653%	41.145	2.8925	marine	O2
SRR6173662	102353	marine sediment metagenome	67	67	0.0655%	28.9164	-87.6691	marine	O2
SRR6173685	98644	marine sediment metagenome	67	67	0.0679%	28.6365	-87.8685	marine	O2
SRR3883958	17609	marine metagenome	0	66	0.3748%	13.82352	-116.53365	marine	O2
SRR6173562	101814	marine sediment metagenome	65	65	0.0638%	28.9164	-87.6691	marine	O2
SRR6173632	89148	marine sediment metagenome	65	65	0.0729%	28.6365	-87.8685	marine	O2
SRR6173756	102530	marine sediment metagenome	65	65	0.0634%	28.9164	-87.6691	marine	O2
SRR6173642	84678	marine sediment metagenome	64	64	0.0756%	28.9164	-87.6691	marine	O2
SRR3883964	17686	marine metagenome	0	63	0.3562%	13.81167	-116.71	marine	O2
SRR3884214	25031	marine metagenome	0	63	0.2517%	12.0545658	-117.2517515	marine	O2
SRR6173763	117385	marine sediment metagenome	63	63	0.0537%	28.9164	-87.6691	marine	O2
ERR1716666	45181	marine sediment metagenome	0	62	0.1372%	79.0651	4.181	marine	O2
SRR1980909	62049	marine metagenome	62	62	0.0999%	13.9	-116.59	marine	O2
SRR3884221	27498	marine metagenome	0	62	0.2255%	12.4068765	-116.4847942	marine	O2
SRR6171628	117651	marine sediment metagenome	62	62	0.0527%	28.6365	-87.8685	marine	O2
SRR6171631	115620	marine sediment metagenome	62	62	0.0536%	28.6365	-87.8685	marine	O2
SRR6171648	138249	marine sediment metagenome	62	62	0.0448%	28.9401	-87.5824	marine	O2
SRR6171826	122204	marine sediment metagenome	62	62	0.0507%	29.0003	-87.5074	marine	O2
SRR6371320	35512	marine metagenome	62	62	0.1746%	83.95	109.81	marine	O2
SRR8361138	27994	marine sediment metagenome	0	62	0.2215%	27.89	-85.91	marine	O2
SRR3884082	15817	marine metagenome	0	61	0.3857%	12.367	-116.517	marine	O2
SRR3884212	22368	marine metagenome	0	61	0.2727%	12.0545658	-117.2517515	marine	O2
SRR3884222	25558	marine metagenome	0	61	0.2387%	12.1900791	-117.3713818	marine	O2
SRR6171669	99873	marine sediment metagenome	61	61	0.0611%	29.0003	-87.5074	marine	O2
SRR6171751	106414	marine sediment metagenome	61	61	0.0573%	29.0003	-87.5074	marine	O2
SRR6171824	126406	marine sediment metagenome	61	61	0.0483%	28.9401	-87.5824	marine	O2
SRR6171845	122351	marine sediment metagenome	61	61	0.0499%	28.9401	-87.5824	marine	O2
SRR6171863	181069	marine sediment metagenome	61	61	0.0337%	28.9761	-87.8683	marine	O2
SRR6173717	81037	marine sediment metagenome	61	61	0.0753%	28.6365	-87.8685	marine	O2
SRR8361341	37286	marine sediment metagenome	0	61	0.1636%	27.89	-87.33	marine	O2
SRR3884421	45055	marine metagenome	0	60	0.1332%	12.0817524	-117.1782657	marine	O2
SRR6171746	82330	marine sediment metagenome	60	60	0.0729%	29.0003	-87.5074	marine	O2
SRR6171831	137125	marine sediment metagenome	60	60	0.0438%	29.0003	-87.5074	marine	O2
SRR3884098	23188	marine metagenome	0	59	0.2544%	12.1449215	-117.3253643	marine	O2
SRR6173564	111991	marine sediment metagenome	59	59	0.0527%	28.9164	-87.6691	marine	O2
SRR6173683	108470	marine sediment metagenome	59	59	0.0544%	28.9164	-87.6691	marine	O2
SRR6173689	163748	marine sediment metagenome	59	59	0.0360%	28.6365	-87.8685	marine	O2
SRR3884296	19894	marine metagenome	0	58	0.2915%	12.579001	-116.6869871	marine	O2
SRR3884317	17317	marine metagenome	0	58	0.3349%	12.4162588	-116.7147842	marine	O2
SRR6171702	121970	marine sediment metagenome	58	58	0.0476%	28.9401	-87.5824	marine	O2
SRR6171709	121580	marine sediment metagenome	58	58	0.0477%	28.9401	-87.5824	marine	O2
SRR6173563	97952	marine sediment metagenome	58	58	0.0592%	28.9164	-87.6691	marine	O2
SRR8361186	36424	marine sediment metagenome	0	58	0.1592%	27.43	-87.41	marine	O2
SRR8361253	26219	marine sediment metagenome	0	58	0.2212%	26.55	-87.12	marine	O2
SRR3884422	62557	marine metagenome	0	57	0.0911%	12.0817524	-117.1782657	marine	O2
SRR6173761	99759	marine sediment metagenome	57	57	0.0571%	28.9164	-87.6691	marine	O2
SRR8589863	77765	marine sediment metagenome	57	57	0.0733%	22.783333	-56.516667	marine	O2
SRR6171710	120090	marine sediment metagenome	56	56	0.0466%	28.9401	-87.5824	marine	O2
SRR3884207	22939	marine metagenome	0	55	0.2398%	12.0545658	-117.2517515	marine	O2
SRR6171823	175987	marine sediment metagenome	55	55	0.0313%	28.9401	-87.5824	marine	O2
SRR6173641	111622	marine sediment metagenome	55	55	0.0493%	28.9164	-87.6691	marine	O2
SRR5465782	67176	marine metagenome	54	54	0.0804%	38.167	48.612	marine	O2
SRR6171793	119625	marine sediment metagenome	54	54	0.0451%	28.9401	-87.5824	marine	O2
SRR6173517	104445	marine sediment metagenome	54	54	0.0517%	28.9164	-87.6691	marine	O2
SRR2827638	705987	marine sediment metagenome	53	53	0.0075%	-76.550233	170.000431	marine	O2
SRR3884133	25080	marine metagenome	0	53	0.2113%	12.4433002	-116.6411438	marine	O2
SRR3884213	21999	marine metagenome	0	53	0.2409%	12.0545658	-117.2517515	marine	O2
SRR6171664	110855	marine sediment metagenome	53	53	0.0478%	29.0003	-87.5074	marine	O2
SRR6171820	201329	marine sediment metagenome	53	53	0.0263%	28.9401	-87.5824	marine	O2
SRR6173736	179876	marine sediment metagenome	53	53	0.0295%	29.1227	-87.266217	marine	O2
SRR6173772	116902	marine sediment metagenome	53	53	0.0453%	28.9164	-87.6691	marine	O2
SRR8589870	64464	marine sediment metagenome	53	53	0.0822%	22.783333	-56.516667	marine	O2
SRR3884128	30033	marine metagenome	0	52	0.1731%	12.4433002	-116.6411438	marine	O2
SRR3884139	21188	marine metagenome	0	52	0.2454%	12.5211667	-116.6981	marine	O2
SRR3884404	75486	marine metagenome	0	52	0.0689%	12.3709188	-116.6136465	marine	O2
SRR6171668	101238	marine sediment metagenome	52	52	0.0514%	29.0003	-87.5074	marine	O2
SRR6171743	80841	marine sediment metagenome	52	52	0.0643%	29.0003	-87.5074	marine	O2
SRR6173709	94196	marine sediment metagenome	52	52	0.0552%	28.6365	-87.8685	marine	O2
SRR3884154	21495	marine metagenome	0	51	0.2373%	12.5967906	-116.4936245	marine	O2
SRR3884191	26013	marine metagenome	0	51	0.1961%	12.0998266	-117.1966567	marine	O2
SRR3884290	29366	marine metagenome	0	51	0.1737%	12.5790415	-116.7238118	marine	O2
SRR6173790	199406	marine sediment metagenome	51	51	0.0256%	28.99	-88.0455	marine	O2
SRR8361206	45692	marine sediment metagenome	0	51	0.1116%	26.43	-86.95	marine	O2
SRR8361305	25358	marine sediment metagenome	0	51	0.2011%	25.95	-86.29	marine	O2
SRR8361331	79592	marine sediment metagenome	0	51	0.0641%	26.52	-87.29	marine	O2
SRR3884264	28866	marine metagenome	0	50	0.1732%	12.4068765	-116.4847942	marine	O2
SRR5465778	42483	marine metagenome	50	50	0.1177%	37.833	49.617	marine	O2
SRR6171665	123453	marine sediment metagenome	50	50	0.0405%	29.0003	-87.5074	marine	O2
SRR6173512	99226	marine sediment metagenome	50	50	0.0504%	28.9164	-87.6691	marine	O2
SRR6401432	66517	marine metagenome	0	50	0.0752%	-31.86111	115.7542	marine	O2
SRR8361163	20156	marine sediment metagenome	0	50	0.2481%	26.78	-86.96	marine	O2
SRR8361163	20156	marine sediment metagenome	0	50	0.2481%	26.78	-86.96	marine	O2
SRR3884110	24993	marine metagenome	0	49	0.1961%	12.4509842	-116.5944928	marine	O2
SRR3884140	26355	marine metagenome	0	49	0.1859%	12.5211667	-116.6981	marine	O2
SRR3884176	25952	marine metagenome	0	49	0.1888%	12.0998266	-117.1966567	marine	O2
SRR5465781	56315	marine metagenome	49	49	0.0870%	38.565	48.11	marine	O2
SRR6173576	95104	marine sediment metagenome	49	49	0.0515%	29.043	-87.2824	marine	O2
SRR6173587	177993	marine sediment metagenome	49	49	0.0275%	29.1227	-87.266217	marine	O2
SRR8361265	27458	marine sediment metagenome	0	49	0.1785%	26.91	-86.92	marine	O2
SRR3884103	22652	marine metagenome	0	48	0.2119%	12.4509842	-116.5944928	marine	O2
SRR8361188	17792	marine sediment metagenome	0	48	0.2698%	26.83	-86.64	marine	O2
SRR3883946	20341	marine metagenome	0	47	0.2311%	13.7936	-116.703	marine	O2
SRR3883954	17234	marine metagenome	0	47	0.2727%	13.9633	-116.5683	marine	O2
SRR3884097	17042	marine metagenome	0	47	0.2758%	12.1449215	-117.3253643	marine	O2
SRR3884413	29306	marine metagenome	0	47	0.1604%	12.3709188	-116.6136465	marine	O2
SRR8361303	16702	marine sediment metagenome	0	47	0.2814%	27.33	-85.78	marine	O2
SRR8361303	16702	marine sediment metagenome	0	47	0.2814%	27.33	-85.78	marine	O2
SRR3884192	26045	marine metagenome	0	46	0.1766%	12.0998266	-117.1966567	marine	O2
SRR6171800	165334	marine sediment metagenome	46	46	0.0278%	29.4745	-86.9587	marine	O2
SRR6173553	101792	marine sediment metagenome	46	46	0.0452%	28.9164	-87.6691	marine	O2
SRR8589838	79766	marine sediment metagenome	46	46	0.0577%	22.783333	-56.516667	marine	O2
SRR3883976	14646	marine metagenome	0	45	0.3073%	13.75002	-116.51332	marine	O2
SRR3883978	12833	marine metagenome	0	45	0.3507%	13.79335	-116.70308	marine	O2
SRR3884106	22066	marine metagenome	0	45	0.2039%	12.4509842	-116.5944928	marine	O2
SRR3884137	24634	marine metagenome	0	45	0.1827%	12.5211667	-116.6981	marine	O2
SRR6173757	101055	marine sediment metagenome	45	45	0.0445%	28.9164	-87.6691	marine	O2
SRR6173758	94363	marine sediment metagenome	45	45	0.0477%	28.9164	-87.6691	marine	O2
SRR6173768	99890	marine sediment metagenome	45	45	0.0450%	28.9164	-87.6691	marine	O2
SRR8361250	26992	marine sediment metagenome	0	45	0.1667%	26.56	-87.76	marine	O2
SRR8361250	26992	marine sediment metagenome	0	45	0.1667%	26.56	-87.76	marine	O2
SRR3884220	19282	marine metagenome	0	44	0.2282%	12.4162588	-116.7147842	marine	O2
SRR3884223	23887	marine metagenome	0	44	0.1842%	12.1900791	-117.3713818	marine	O2
SRR5465796	42278	marine metagenome	44	44	0.1041%	2.651	66.442	marine	O2
SRR6171705	85047	marine sediment metagenome	44	44	0.0517%	28.9401	-87.5824	marine	O2
SRR6171711	97629	marine sediment metagenome	44	44	0.0451%	28.9401	-87.5824	marine	O2
SRR6173519	83074	marine sediment metagenome	44	44	0.0530%	29.043	-87.2824	marine	O2
